text,true,finbert_pred,vader_pred,finbert_positive,finbert_negative,finbert_neutral
EBIT margin was up from 1.4 % to 5.1 % .,positive,positive,neutral,0.956200122833252,0.018943868577480316,0.02485603652894497
"EPS for the quarter was EUR0 .00 , as compared with EUR0 .01 in the third quarter of 2008 , representing a Group net sales for the third quarter were EUR15 .3 m , up by 2.8 % as compared with EUR14 .9 m in the third quarter of 2008 .",positive,positive,neutral,0.9578287601470947,0.024138566106557846,0.018032636493444443
"EPS from continuing operations came in at 0.30 eur , up from 0.17 .",positive,positive,neutral,0.9540409445762634,0.023368576541543007,0.02259047143161297
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",positive,positive,neutral,0.957751452922821,0.02120617963373661,0.02104238048195839
"EUR928 ,000 in Q1 2010 6 May 2010 - Finnish textile and clothing design company Marimekko Oyj ( HEL : MMO1V ) said today its net profit rose to EUR928 ,000 in the first quarter of 2010 from EUR13 ,000 in the corresponding period a year earlier .",positive,positive,positive,0.9479404091835022,0.027964681386947632,0.024094879627227783
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,positive,neutral,0.9422018527984619,0.019209086894989014,0.03858906030654907
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive,positive,positive,0.949716329574585,0.02667924202978611,0.023604420945048332
Finnish department store chain Stockmann Oyj Abp net profit rose to 39.8 mln euro ( $ 56.8 mln ) for the first nine months of 2007 from 37.4 mln euro ( $ 53.4 mln ) for the same period of 2006 .,positive,positive,positive,0.9525766372680664,0.027723701670765877,0.019699690863490105
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",positive,positive,positive,0.9513660073280334,0.026597358286380768,0.02203669771552086
Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,positive,positive,positive,0.9490973949432373,0.018631117418408394,0.03227150812745094
Finnish metal industry solutions supplier Outotec Oyj net profit rose to 50.4 mln euro ( $ 72.5 mln ) for the first nine months of 2007 from 20.1 mln euro ( $ 28.9 mln ) for the same period of 2006 .,positive,positive,positive,0.9534717202186584,0.02677972987294197,0.01974852755665779
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive,positive,positive,0.9518585801124573,0.028630908578634262,0.019510410726070404
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,positive,positive,positive,0.9485191106796265,0.03172843158245087,0.01975247822701931
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,positive,positive,0.952360987663269,0.018682673573493958,0.028956394642591476
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 .",positive,positive,positive,0.9541842937469482,0.02465224824845791,0.021163394674658775
Finnish software developer Done Solutions Oyj said its net profit increased to 3.5 mln euro ( $ 4.6 mln ) in 2006 from 2.3 mln euro ( $ 3.0 mln ) in 2005 .,positive,positive,positive,0.952100396156311,0.02471769228577614,0.02318190038204193
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,positive,positive,positive,0.9523996114730835,0.02606721967458725,0.021533086895942688
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",positive,positive,positive,0.9289034008979797,0.007644612807780504,0.06345192342996597
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,positive,positive,0.9487900733947754,0.025567296892404556,0.02564266510307789
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year .",positive,positive,positive,0.9557422399520874,0.021376578137278557,0.02288113906979561
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 .",positive,positive,neutral,0.947320282459259,0.028289534151554108,0.024390248581767082
"However , sales returned to growth in April-June 2010 , CEO Pekka Eloholma said .",positive,positive,positive,0.9575730562210083,0.022930605337023735,0.019496344029903412
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,positive,positive,0.9484375715255737,0.013682706281542778,0.037879638373851776
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",positive,positive,positive,0.952388346195221,0.019675666466355324,0.027935989201068878
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 .",positive,positive,positive,0.9523764252662659,0.019805673509836197,0.027817901223897934
"In January-September 2009 , the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .",positive,positive,positive,0.9477783441543579,0.02709028124809265,0.02513141557574272
"In Q1 of 2010 , Bank of +àland 's net interest income increased from EUR 9.1 mn to EUR 9.7 mn .",positive,positive,positive,0.9518630504608154,0.01942223496735096,0.028714759275317192
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,positive,positive,0.9582545161247253,0.022579776123166084,0.01916572079062462
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .",positive,positive,positive,0.9568542242050171,0.017851416021585464,0.025294288992881775
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,positive,positive,0.9493649005889893,0.02733265981078148,0.023302488029003143
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",positive,positive,positive,0.9486252665519714,0.027701394632458687,0.02367326058447361
"In the third quarter , net sales increased by 12 % year-on-year to EUR 159.5 million , or by 6 % at comparable currency rates growth .",positive,positive,positive,0.9567172527313232,0.016980363056063652,0.026302311569452286
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,positive,positive,0.9567611217498779,0.01747072860598564,0.02576814405620098
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,positive,positive,0.9493117928504944,0.024324603378772736,0.026363546028733253
"Kesko Agro Eesti , the retailer and wholesaler of grain , agricultural and warehousing machinery and accessories , had net sales of 81 million euros in 2007 , an increase by one-tenth over the preceding year .",positive,positive,positive,0.9562360048294067,0.01868520677089691,0.025078756734728813
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",positive,positive,neutral,0.9539071321487427,0.013320219703018665,0.032772667706012726
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 .,positive,positive,neutral,0.9578080177307129,0.016265807673335075,0.02592622861266136
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,positive,positive,0.9502207636833191,0.026913389563560486,0.02286582626402378
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,positive,positive,0.9484496116638184,0.02936791069805622,0.022182442247867584
"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .",positive,positive,positive,0.949411928653717,0.027702175080776215,0.022885899990797043
"( ADP News ) - Nov 5 , 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",positive,positive,positive,0.9506598114967346,0.024767102673649788,0.024573057889938354
"( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",positive,positive,positive,0.9497695565223694,0.026288367807865143,0.0239420048892498
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,positive,positive,0.9510608911514282,0.015047574415802956,0.03389144688844681
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",positive,positive,neutral,0.9403829574584961,0.016935329884290695,0.04268177971243858
